Key,Source,Context,Changes,English,French,German,Klingon,Spanish
glassIndustrial02Broken01CTRPlate,blocks,Block,GrChanged,Glass Industrial02 Broken01 Center Plate,Plaque centrale de verre industriel 02 cassée 01,Zerbrochenes 01 Industrieglas 02 – Mittig,,Placa central rota 1 de cristal industrial v2
glassIndustrial02Broken02CTRPlate,blocks,Block,GrChanged,Glass Industrial02 Broken02 Center Plate,Plaque centrale de verre industriel 02 cassée 02,Zerbrochenes 02 Industrieglas 02 – Mittig,,Placa central rota 2 de cristal industrial v2
ironBarsDesc,blocks,Block,GrChanged,You can see and shoot through iron bars and they offer decent protection. These bars can be upgraded with forged steel to Steel Bars.\n [ Crafted in [dd6262]Blacksmith Station[-] with a Blacksmith Hammer. ],Vous pouvez voir et tirer à travers les barreaux en fer et ils offrent une bonne protection.,Durch Eisenstangen kannst du hindurchsehen und -schießen. Sie bieten auch ganz guten Schutz. Kann mit geschmiedetem Stahl zu Stahlstangen aufgewertet werden.\n[ Herzustellen in der Schmiede-Station mit einem Schmiedehammer],,"Puedes ver y disparar a través de las barras de hierro y, además, ofrecen buena protección."
plainWoodBarricade02CTRPlate,blocks,Block,GrChanged,Plain Wood Barricade02 Center Plate,Plaque centrale de barricade 02 en bois,Einfache Holzbarrikade 02 – Mittig,,Placa central de barricada de madera plana 2
plywoodOsbCTRPlate,blocks,Block,GrChanged,Plywood Osb Center Plate,Plaque centrale de contreplaqué,Zentrierte Mittlere Sperrholz-Grobspanplatte,,Placa centrada de tablero de madera contrachapada
rConcreteCTRPlate,blocks,Block,GrChanged,Reinforced Concrete Center Plate,Plaque centrale en béton renforcé,Verstärkte Betonplatte - Mittig,,Placa central de hormigón reforzado
cntBackpack02,blocks,Container,GrChanged,Decomposing Backpack,Sac à dos en décomposition,Zerfallender Rucksack,,Mochila en descomposición
signShopBookStoreLargeLit,blocks,Sign,GrChanged,Sign Shop Book Store Large Lit,Grand panneau éclairé de librairie,"Großes Buchladenschild, erleuchtet",,
signShopBookStoreLargeWall,blocks,Sign,GrChanged,Sign Shop Book Store Large Wall,Grand panneau mural de librairie,"Großes Buchladenschild,  Wand",,
signShopBookStoreLargeWallLit,blocks,Sign,GrChanged,Sign Shop Book Store Large Wall Lit,Grand panneau mural éclairé de librairie,"Großes Buchladenschild, erleuchtet, Wand",,
signShopBookStoreLit,blocks,Sign,GrChanged,Sign Shop Book Store Lit,Panneau éclairé de librairie,"Buchladenschild, erleuchtet",,
signShopBookStoreWall,blocks,Sign,GrChanged,Sign Shop Book Store Wall,Panneau mural de librairie,"Buchladenschild, Wand",,
signShopBookStoreWallLit,blocks,Sign,GrChanged,Sign Shop Book Store Wall Lit,Panneau mural éclairé de librairie,"Buchladenschild, erleuchtet, Wand",,
signShopGasLargeLit,blocks,Sign,GrChanged,Sign Shop Gas Large Lit,Grand panneau éclairé de station essence,"Großes Tankstellenschild, erleuchtet",,
signShopGasLargeWall,blocks,Sign,GrChanged,Sign Shop Gas Large Wall,Grand panneau mural de station essence,"Großes Tankstellenschild, Wand",,
signShopGasLargeWallLit,blocks,Sign,GrChanged,Sign Shop Gas Large Wall Lit,Grand panneau mural éclairé de station essence,"Großes Tankstellenschild, erleuchtet, Wand",,
signShopGasLit,blocks,Sign,GrChanged,Sign Shop Gas Lit,Panneau éclairé de station essence,"Tankstellenschild, erleuchtet",,
signShopGasWall,blocks,Sign,GrChanged,Sign Shop Gas Wall,Panneau mural de station essence,"Tankstellenschild, Wand",,
signShopGasWallLit,blocks,Sign,GrChanged,Sign Shop Gas Wall Lit,Panneau mural éclairé de station essence,"Tankstellenschild, erleuchtet, Wand",,
signShopGroceryLargeLit,blocks,Sign,GrChanged,Sign Shop Grocery Large Lit,Grand panneau éclairé d'épicerie,"Großes Lebensmittelladenschild, erleuchtet",,
signShopGroceryLargeWall,blocks,Sign,GrChanged,Sign Shop Grocery Large Wall,Grand panneau mural d'épicerie,"Großes Lebensmittelladenschild, Wand",,
signShopGroceryLargeWallLit,blocks,Sign,GrChanged,Sign Shop Grocery Large Wall Lit,Grand panneau mural éclairé d'épicerie,"Großes Lebensmittelladenschild, erleuchtet, Wand",,
signShopGroceryLit,blocks,Sign,GrChanged,Sign Shop Grocery Lit,Panneau éclairé d'épicerie,"Lebensmittelladenschild, erleuchtet",,
signShopGroceryWall,blocks,Sign,GrChanged,Sign Shop Grocery Wall,Panneau mural d'épicerie,"Lebensmittelladenschild, Wand",,
signShopGroceryWallLit,blocks,Sign,GrChanged,Sign Shop Grocery Wall Lit,Panneau mural éclairé d'épicerie,"Lebensmittelladenschild, erleuchtet, Wand",,
signShopGunStoreLargeLit,blocks,Sign,GrChanged,Sign Shop Gun Store Large Lit,Grand panneau éclairé d'armurerie,"Großes Waffenladenschild, erleuchtet",,
signShopGunStoreLargeWall,blocks,Sign,GrChanged,Sign Shop Gun Store Large Wall,Grand panneau mural d'armurerie,"Großes Waffenladenschild, Wand",,
signShopGunStoreLargeWallLit,blocks,Sign,GrChanged,Sign Shop Gun Store Large Wall Lit,Grand panneau mural éclairé d'armurerie,"Großes Waffenladenschild, erleuchtet, Wand",,
signShopGunStoreLit,blocks,Sign,GrChanged,Sign Shop Gun Store Lit,Panneau éclairé d'armurerie,"Waffenladenschild, erleuchtet",,
signShopGunStoreWall,blocks,Sign,GrChanged,Sign Shop Gun Store Wall,Panneau mural d'armurerie,"Waffenladenschild, Wand",,
signShopGunStoreWallLit,blocks,Sign,GrChanged,Sign Shop Gun Store Wall Lit,Panneau mural éclaire d'armurerie,"Waffenladenschild, erleuchtet, Wand",,
signShopPharmacyLargeLit,blocks,Sign,GrChanged,Sign Shop Pharmacy Large Lit,Grand panneau éclairé de pharmacie,"Großes Apothekenschild, erleuchtet",,
signShopPharmacyLargeWall,blocks,Sign,GrChanged,Sign Shop Pharmacy Large Wall,Grand panneau mural de pharmacie,"Großes Apothekenschild, Wand",,
signShopPharmacyLargeWallLit,blocks,Sign,GrChanged,Sign Shop Pharmacy Large Wall Lit,Grand panneau mural éclairé de pharmacie,"Großes Apothekenschild, erleuchtet, Wand",,
signShopPharmacyLit,blocks,Sign,GrChanged,Sign Shop Pharmacy Lit,Panneau éclairé de pharmacie,"Apothekenschild, erleuchtet",,
signShopPharmacyWall,blocks,Sign,GrChanged,Sign Shop Pharmacy Wall,Panneau mural de pharmacie,"Apothekenschild, Wand",,
signShopPharmacyWallLit,blocks,Sign,GrChanged,Sign Shop Pharmacy Wall Lit,Panneau mural éclairé de pharmacie,"Apothekenschild, erleuchtet, Wand",,
signShopToolStoreLargeLit,blocks,Sign,GrChanged,Sign Shop Tool Store Large Lit,Grand panneau éclairé de magasin de jouets,"Großes Werkzeugladenschild, erleuchtet",,
signShopToolStoreLargeWall,blocks,Sign,GrChanged,Sign Shop Tool Store Large Wall,Grand panneau mural de magasin de jouets,"Großes Werkzeugladenschild, Wand",,
signShopToolStoreLargeWallLit,blocks,Sign,GrChanged,Sign Shop Tool Store Large Wall Lit,Grand panneau mural éclairé de magasin de jouets,"Großes Werkzeugladenschild, erleuchtet, Wand",,
signShopToolStoreLit,blocks,Sign,GrChanged,Sign Shop Tool Store Lit,Panneau éclairé de magasin de jouets,"Werkzeugladenschild, erleuchtet",,
signShopToolStoreWall,blocks,Sign,GrChanged,Sign Shop Tool Store Wall,Panneau mural de magasin de jouets,"Werkzeugladenschild, Wand",,
signShopToolStoreWallLit,blocks,Sign,GrChanged,Sign Shop Tool Store Wall Lit,Panneau mural éclairé de magasin de jouets,"Werkzeugladenschild, erleuchtet, Wand",,
snowDesc,blocks,Terrain,GrChanged,Snow is another source of water. Melt it at a campfire if you have some empty cans or jars.,La neige peut être une source d'eau. Faites-la fondre au feu de camp si vous avez des conserves ou des bocaux vides.,"Schnee kann an einem Lagerfeuer geschmolzen werden, wenn du ein paar leere Dosen oder Gläser hast.", wenn du ein paar leere Dosen oder Gläser hast.,La nieve es otra fuente de agua. Derrítela en una fogata si tienes latas o tarros vacíos.
leatherDuster,items,Clothes,GrChanged,Leather Duster,Long manteau en cuir,Ledermantel,,Gabardina de cuero
betterLeadThanDeadDesc,progression,Perk,GrChanged,This is my rifle. There are many like it but this one does more damage with every rank.,Voici mon fusil. Il en existe beaucoup comme ça mais celui-ci inflige de plus en plus de dégâts au fil des rangs.,"Dies ist mein Gewehr. Es gibt viele wie dieses, aber dieses hier verursacht mit jedem Rang mehr Schaden.",,"Este es mi rifle. Hay muchos otros, pero este inflige más daño con cada nivel."
sexualTyranosaurus,progression,Perk,GrChanged,Sexual Tyrannosaurus,Tyrannosaure en rut,Sexual Tyrannosaurus,,Tiranosaurio sexual
pummelPete,progression,Skill,GrChanged,Pummel Pete,Rosser Pete,Haudrauf Pete,,Pete apalea
lblAttributeFalloffRange,UI,Item Info,GrChanged,Range,Portée,Reichweite,,Rango
goLandClaimDeadZone,UI,Menu,GrChanged,Claim Deadzone,Revendiquer la zone morte,Pufferzone des Gebiets,,Reclamar zona muerta
door,,item,GrNone,Door,Porte,Tür,,Puerta
brickDestroyedBlock01,blocks,Block,KeyChanged,Brick Destroyed Block 01,Bloc de briques délabrées 1,"Zerbrochener, verwitterter Ziegel 1 – Block",,Bloque grieta de ladrillo deteriorado 1
brickDestroyedBlock02,blocks,Block,KeyChanged,Brick Destroyed Block 02,Bloc de briques délabrées 2,"Zerbrochener, verwitterter Ziegel 2 – Block",,Bloque grieta de ladrillo deteriorado 2
brickDestroyedBlock03,blocks,Block,KeyChanged,Brick Destroyed Block 03,Bloc de briques délabrées 3,"ZerbrochenerZerbrochener, verwitterter Ziegel 3 – Block",,Bloque grieta de ladrillo deteriorado 3
corrugatedMetalPole,blocks,Block,KeyChanged,Corrugated Metal Pole,Poteau en fer rouillé,Rostiger Eisenpfosten,,Poste de hierro oxidado
corrugatedMetalStairs25,blocks,Block,KeyChanged,Corrugated Metal Stairs25,Escalier 25 en fer rouillé,Rostige Eisenstufen 25,,Escaleras de hierro oxidadas 25
craftSkillGuns,progression,Skill,KeyChanged,Gun Smithing,Forgeron d'armes à feu,Feuerwaffenschmied,,Forjar pistolas
craftSkillMiscellaneous,progression,Skill,KeyChanged,Misc Crafting,Fabrication diverse,Universal-Handwerk,,Fabricación varia
craftSkillScience,progression,Skill,KeyChanged,Science,Science,Wissenschaft,,Por la ciencia
craftSkillTools,progression,Skill,KeyChanged,Tool Smithing,Forgeron d'outils,Werkzeugschmied,,Forja de herramientas
craftSkillWeapons,progression,Skill,KeyChanged,Weapon Smithing,Forgeron d'armes,Waffenschmied,,Forja de armas
awningBlock,blocks,Block,KeyChanged EnChanged,Awning Block,Bloc en toile marron,Stoffplane – Block,,Bloque canela de toldo
awningCNRFull,blocks,Block,KeyChanged EnChanged,Awning Corner Full,Angle complet en toile marron,Stoffplane – Komplette Ecke,,Esquina canela de toldo
awningCNRInside,blocks,Block,KeyChanged EnChanged,Awning Corner Inside,Angle intérieur en toile marron,Stoffplane – Innenecke,,Esquina interior canela de toldo
awningCNRRound,blocks,Block,KeyChanged EnChanged,Awning Corner Round,Angle arrondi en toile marron,Stoffplane – Abgerundete Ecke,,Esquina redonda canela de toldo
awningGable,blocks,Block,KeyChanged EnChanged,Awning Gable,Pignon en toile marron,Stoffplane – Giebel,,Frontón canela de toldo
awningPyramid,blocks,Block,KeyChanged EnChanged,Awning Pyramid,Pyramide en toile marron,Stoffplane – Pyramide,,Pirámide canela de toldo
awningRamp,blocks,Block,KeyChanged EnChanged,Awning Ramp,Rampe en toile marron,Stoffplane – Rampe,,Rampa canela de toldo
cntCabinetOldCNRRoundFiller,blocks,Container,KeyChanged EnChanged,Cabinet Rounded (No Loot),Meuble de rangement arrondi,Unterschrank - abgerundete Ecke (keine Beute),,Vitrina redondeada
cntShippingCrateShamway,blocks,Container,KeyChanged EnChanged,Shamway Shipping Crate,Caisse de provisions Shamway,Shamway-Frachtkiste,,Caja de suministros de Shamway
cntShippingCrateShotgunMessiah,blocks,Container,KeyChanged EnChanged,Shotgun Messiah Shipping Crate,Caisse de provisions Shotgun Messiah,Revolverheld-Frachtkiste,,Caja de suministros de escopeta Mesías
cntShippingCrateWorkingStiffs,blocks,Container,KeyChanged EnChanged,Working Stiffs Shipping Crate,Caisse de provisions Working Stiffs,Working-Stiffs-Frachtkiste,,Caja de suministros de Working Stiffs
craftSkillGunsDesc,progression,Skill,KeyChanged EnChanged,"Decrease repair penalties and get more from repair kits. Reduce ammunition crafting time. Buy levels of this perk to increase your skill from Crude to Novice, Apprentice, Journeyman, Professional and Master level.",Diminuez les pénalités de réparation et obtenez davantage de kits de réparation. Diminuez le temps de fabrication des munitions. Obtenez cette compétence en fabriquant et en réparant des objets de ce groupe.,"Senkt die Reparaturabzüge und holt mehr aus deinen Reparaturkits heraus. Senke die benötigte Zeit, um Munition zu fertigen. Kaufe weitere Level der Fertigkeit um die Qualität von Primitiv auf Einfach, Lehrling, Geselle, Professionell und Meister zu verbessern.",,Disminuye los castigos de reparación y otorga más kits de reparación. Reduce el tiempo de fabricación de munición. Mejora tu habilidad fabricando y reparando objetos de este grupo.
craftSkillMiscellaneousDesc,progression,Skill,KeyChanged EnChanged,"Craft cement, concrete and building blocks faster. Buy levels of this perk to increase your skill from Crude to Novice, Apprentice, Journeyman, Professional and Master level.",Fabriquez plus rapidement n'importe quel élément du groupe Fabrication diverse. Obtenez cette compétence en fabriquant et en réparant des objets de ce groupe.,"Fertige alles in der Kategorie 'Sonstiges' schneller. Kaufe weitere Level der Fertigkeit um die Qualität von Primitiv auf Einfach, Lehrling, Geselle, Professionell und Meister zu verbessern.",,Fabrica cualquier objeto del grupo Fabricación varia más rápido. Mejora tu habilidad fabricando y reparando objetos de este grupo.
craftSkillScienceDesc,progression,Skill,KeyChanged EnChanged,Craft medical chemical fuel and motorized tools faster and at better quality if applicable.,"Fabriquez des objets médicaux, chimiques, mécaniques et des pièges plus rapidement et de meilleure qualité, le cas échéant. Obtenez cette compétence en fabriquant et en réparant des objets de ce groupe.","Fertige medizinische, chemische und mechanische Gegenstände sowie Fallen schneller und von besserer Qualität, falls zutreffend.",,"Cuando aplique, fabrica objetos médicos, químicos, mecánicos y trampas más rápido y con mejor calidad. Mejora tu habilidad fabricando y reparando objetos de este grupo."
craftSkillToolsDesc,progression,Skill,KeyChanged EnChanged,"Craft handheld and motorized tools faster and at better quality. Decrease repair penalties and get more from repair kits. Buy levels of this perk to increase your skill from Crude to Novice, Apprentice, Journeyman, Professional and Master level.",Fabriquez les outils manuels et motorisés plus rapidement et de meilleure qualité. Diminuez les pénalités de réparation et obtenez davantage de kits de réparation. Obtenez cette compétence en fabriquant et en réparant des objets de ce groupe.,"Fertige Handwerkzeuge und motorisierte Werkzeuge schneller und von besserer Qualität. Senkt die Reparaturabzüge und holt mehr aus deinen Reparaturkits heraus. Kaufe weitere Level der Fertigkeit um die Qualität von Primitiv auf Einfach, Lehrling, Geselle, Professionell und Meister zu verbessern.",,Fabrica herramientas de mano y motorizadas más rápido y de mejor calidad. Disminuye los castigos de reparación y otorga más kits de reparación. Mejora tu habilidad fabricando y reparando objetos de este grupo.
craftSkillWeaponsDesc,progression,Skill,KeyChanged EnChanged,"Craft bows, crossbows, their ammo and handheld melee weapons faster and with higher quality. Lower repair penalties and get more from repair kits. Buy levels of this perk to increase your skill from Crude to Novice, Apprentice, Journeyman, Professional and Master level.","Fabriquez des arcs, des arbalètes, des flèches et des carreaux, et des armes de mêlée plus rapidement et de meilleure qualité. Réduisez les pénalités de réparation et obtenez davantage des kits de réparation. Obtenez cette compétence en fabriquant et en réparant des objets de ce groupe.","Fertige Bogen, Armbrüste, die jeweilige Munition und Nahkampfwaffen schneller und von besserer Qualität. Senkt die Reparaturabzüge und holt mehr aus deinen Reparaturkits heraus. Kaufe weitere Level der Fertigkeit um die Qualität von Primitiv auf Einfach, Lehrling, Geselle, Professionell und Meister zu verbessern.",,"Fabrica arcos, ballestas, su munición y armas cuerpo a cuerpo de mano más rápido y de mejor calidad. Reduce los castigos de reparación y otorga más kits de reparación. Mejora tu habilidad al fabricar y reparar objetos de este grupo."
